name,line,category
0x0061c52768378b84306b2665f098c3e0b2C03308_affectedByMiners.sol,626,contractAffectedByMiners
0x0061c52768378b84306b2665f098c3e0b2C03308_affectedByMiners.sol,632,contractAffectedByMiners
0x0061c52768378b84306b2665f098c3e0b2C03308_affectedByMiners.sol,635,contractAffectedByMiners
0x00b113a5570a046c60ac8cfa4983b1dc1c780629_affectedByMiners.sol,421,contractAffectedByMiners
0x00b113a5570a046c60ac8cfa4983b1dc1c780629_affectedByMiners.sol,827,contractAffectedByMiners
0x00b113a5570a046c60ac8cfa4983b1dc1c780629_affectedByMiners.sol,842,contractAffectedByMiners
0x012bf38b6ca9ea39ea95f30f8640f3d63767dd17_affectedByMiners.sol,109,contractAffectedByMiners
0x012bf38b6ca9ea39ea95f30f8640f3d63767dd17_affectedByMiners.sol,201,contractAffectedByMiners
0x012bf38b6ca9ea39ea95f30f8640f3d63767dd17_affectedByMiners.sol,230,contractAffectedByMiners
0x012bf38b6ca9ea39ea95f30f8640f3d63767dd17_affectedByMiners.sol,253,contractAffectedByMiners
0x012bf38b6ca9ea39ea95f30f8640f3d63767dd17_affectedByMiners.sol,256,contractAffectedByMiners
0x012bf38b6ca9ea39ea95f30f8640f3d63767dd17_affectedByMiners.sol,257,contractAffectedByMiners
0x012bf38b6ca9ea39ea95f30f8640f3d63767dd17_affectedByMiners.sol,287,contractAffectedByMiners
0x012bf38b6ca9ea39ea95f30f8640f3d63767dd17_affectedByMiners.sol,322,contractAffectedByMiners
0x012bf38b6ca9ea39ea95f30f8640f3d63767dd17_affectedByMiners.sol,332,contractAffectedByMiners
0x012bf38b6ca9ea39ea95f30f8640f3d63767dd17_affectedByMiners.sol,351,contractAffectedByMiners
0x012bf38b6ca9ea39ea95f30f8640f3d63767dd17_affectedByMiners.sol,367,contractAffectedByMiners
0x012bf38b6ca9ea39ea95f30f8640f3d63767dd17_affectedByMiners.sol,374,contractAffectedByMiners
0x012bf38b6ca9ea39ea95f30f8640f3d63767dd17_affectedByMiners.sol,386,contractAffectedByMiners
0x0189177944008c9ca0fdbde0cd1779aad54a2042_affectedByMiners.sol,111,contractAffectedByMiners
0x0189177944008c9ca0fdbde0cd1779aad54a2042_affectedByMiners.sol,203,contractAffectedByMiners
0x0189177944008c9ca0fdbde0cd1779aad54a2042_affectedByMiners.sol,235,contractAffectedByMiners
0x0189177944008c9ca0fdbde0cd1779aad54a2042_affectedByMiners.sol,295,contractAffectedByMiners
0x01aaf00b615d97360e80ef1242a3935c8b7d529a_affectedByMiners.sol,385,contractAffectedByMiners
0x025daf950c6e814dee4c96e13c98d3196d22e60c_affectedByMiners.sol,189,contractAffectedByMiners
0x0260853e7313725691bd0c562bc7d27dd7845a9b_affectedByMiners.sol,153,contractAffectedByMiners
0x0260853e7313725691bd0c562bc7d27dd7845a9b_affectedByMiners.sol,343,contractAffectedByMiners
0x0260853e7313725691bd0c562bc7d27dd7845a9b_affectedByMiners.sol,372,contractAffectedByMiners
0x02ec1ade01cc61c264e9ae9b2a65b42d729807e4_affectedByMiners.sol,153,contractAffectedByMiners
0x02ec1ade01cc61c264e9ae9b2a65b42d729807e4_affectedByMiners.sol,343,contractAffectedByMiners
0x02ec1ade01cc61c264e9ae9b2a65b42d729807e4_affectedByMiners.sol,372,contractAffectedByMiners
0x0376411338c0dab5dd5e78b3d717284fa2774eb4_affectedByMiners.sol,114,contractAffectedByMiners
0x0376411338c0dab5dd5e78b3d717284fa2774eb4_affectedByMiners.sol,244,contractAffectedByMiners
0x0376411338c0dab5dd5e78b3d717284fa2774eb4_affectedByMiners.sol,245,contractAffectedByMiners
0x037a54aab062628c9bbae1fdb1583c195585fe41_affectedByMiners.sol,348,contractAffectedByMiners
0x0391386dd6656fe5275a7641ecb789e856cf3998_affectedByMiners.sol,248,contractAffectedByMiners
0x03e3fbc3820c1d1487cd7b275cc32c226caf5d18_affectedByMiners.sol,213,contractAffectedByMiners
0x03e3fbc3820c1d1487cd7b275cc32c226caf5d18_affectedByMiners.sol,314,contractAffectedByMiners
0x03e8f56ad0d759bcfff960863388bfdb2efd1579_affectedByMiners.sol,190,contractAffectedByMiners
0x04299958f29fa5b8383f7bbd0c98ab86bef81363_affectedByMiners.sol,283,contractAffectedByMiners
0x04299958f29fa5b8383f7bbd0c98ab86bef81363_affectedByMiners.sol,338,contractAffectedByMiners
0x04299958f29fa5b8383f7bbd0c98ab86bef81363_affectedByMiners.sol,373,contractAffectedByMiners
0x04299958f29fa5b8383f7bbd0c98ab86bef81363_affectedByMiners.sol,405,contractAffectedByMiners
0x04299958f29fa5b8383f7bbd0c98ab86bef81363_affectedByMiners.sol,437,contractAffectedByMiners
0x04299958f29fa5b8383f7bbd0c98ab86bef81363_affectedByMiners.sol,470,contractAffectedByMiners
0x04299958f29fa5b8383f7bbd0c98ab86bef81363_affectedByMiners.sol,500,contractAffectedByMiners
0x04299958f29fa5b8383f7bbd0c98ab86bef81363_affectedByMiners.sol,531,contractAffectedByMiners
0x04299958f29fa5b8383f7bbd0c98ab86bef81363_affectedByMiners.sol,563,contractAffectedByMiners
0x04299958f29fa5b8383f7bbd0c98ab86bef81363_affectedByMiners.sol,596,contractAffectedByMiners
0x04299958f29fa5b8383f7bbd0c98ab86bef81363_affectedByMiners.sol,628,contractAffectedByMiners
0x04355cc59b514a68cf0248df5312bbcb3e709fb3_affectedByMiners.sol,376,contractAffectedByMiners
0x04355cc59b514a68cf0248df5312bbcb3e709fb3_affectedByMiners.sol,459,contractAffectedByMiners
0x04355cc59b514a68cf0248df5312bbcb3e709fb3_affectedByMiners.sol,541,contractAffectedByMiners
0x04355cc59b514a68cf0248df5312bbcb3e709fb3_affectedByMiners.sol,1276,contractAffectedByMiners
0x04355cc59b514a68cf0248df5312bbcb3e709fb3_affectedByMiners.sol,1281,contractAffectedByMiners
0x04355cc59b514a68cf0248df5312bbcb3e709fb3_affectedByMiners.sol,1290,contractAffectedByMiners
0x04355cc59b514a68cf0248df5312bbcb3e709fb3_affectedByMiners.sol,1292,contractAffectedByMiners
0x04355cc59b514a68cf0248df5312bbcb3e709fb3_affectedByMiners.sol,1315,contractAffectedByMiners
0x04355cc59b514a68cf0248df5312bbcb3e709fb3_affectedByMiners.sol,1323,contractAffectedByMiners
0x04355cc59b514a68cf0248df5312bbcb3e709fb3_affectedByMiners.sol,1520,contractAffectedByMiners
0x04355cc59b514a68cf0248df5312bbcb3e709fb3_affectedByMiners.sol,1522,contractAffectedByMiners
0x04355cc59b514a68cf0248df5312bbcb3e709fb3_affectedByMiners.sol,1556,contractAffectedByMiners
0x04355cc59b514a68cf0248df5312bbcb3e709fb3_affectedByMiners.sol,1560,contractAffectedByMiners
0x04355cc59b514a68cf0248df5312bbcb3e709fb3_affectedByMiners.sol,1576,contractAffectedByMiners
0x04355cc59b514a68cf0248df5312bbcb3e709fb3_affectedByMiners.sol,1621,contractAffectedByMiners
0x04918f1071594af602f937f6a444b5f5787786ed_affectedByMiners.sol,123,contractAffectedByMiners
0x04abeda201850ac0124161f037efd70c74ddc74c_affectedByMiners.sol,16,contractAffectedByMiners
0x04abeda201850ac0124161f037efd70c74ddc74c_affectedByMiners.sol,30,contractAffectedByMiners
0x04abeda201850ac0124161f037efd70c74ddc74c_affectedByMiners.sol,304,contractAffectedByMiners
0x05b08e91a4071a2a5edcd5f750b0b7f2da0f70b6_affectedByMiners.sol,94,contractAffectedByMiners
0x05b08e91a4071a2a5edcd5f750b0b7f2da0f70b6_affectedByMiners.sol,384,contractAffectedByMiners
0x05b08e91a4071a2a5edcd5f750b0b7f2da0f70b6_affectedByMiners.sol,477,contractAffectedByMiners
0x05b08e91a4071a2a5edcd5f750b0b7f2da0f70b6_affectedByMiners.sol,489,contractAffectedByMiners
0x05b08e91a4071a2a5edcd5f750b0b7f2da0f70b6_affectedByMiners.sol,499,contractAffectedByMiners
0x05b08e91a4071a2a5edcd5f750b0b7f2da0f70b6_affectedByMiners.sol,509,contractAffectedByMiners
0x05b08e91a4071a2a5edcd5f750b0b7f2da0f70b6_affectedByMiners.sol,519,contractAffectedByMiners
0x06a6fc23e6ec8a2b2aeeefd70d772dc3d6b45010_affectedByMiners.sol,226,contractAffectedByMiners
0x06a8fee7a607c5c887f5f0672f7d8849583ddcc1_affectedByMiners.sol,121,contractAffectedByMiners
0x06a8fee7a607c5c887f5f0672f7d8849583ddcc1_affectedByMiners.sol,171,contractAffectedByMiners
0x073882b743a3a1E134E8c765bc294f29cFa76b3F_affectedByMiners.sol,217,contractAffectedByMiners
0x073882b743a3a1E134E8c765bc294f29cFa76b3F_affectedByMiners.sol,492,contractAffectedByMiners
0x073882b743a3a1E134E8c765bc294f29cFa76b3F_affectedByMiners.sol,501,contractAffectedByMiners
0x073882b743a3a1E134E8c765bc294f29cFa76b3F_affectedByMiners.sol,540,contractAffectedByMiners
0x073882b743a3a1E134E8c765bc294f29cFa76b3F_affectedByMiners.sol,578,contractAffectedByMiners
0x075f0fa71550ddb9d10bedd55e717f80176b0481_affectedByMiners.sol,87,contractAffectedByMiners
0x075f0fa71550ddb9d10bedd55e717f80176b0481_affectedByMiners.sol,426,contractAffectedByMiners
0x075f0fa71550ddb9d10bedd55e717f80176b0481_affectedByMiners.sol,512,contractAffectedByMiners
0x075f0fa71550ddb9d10bedd55e717f80176b0481_affectedByMiners.sol,531,contractAffectedByMiners
0x075f0fa71550ddb9d10bedd55e717f80176b0481_affectedByMiners.sol,550,contractAffectedByMiners
0x075f0fa71550ddb9d10bedd55e717f80176b0481_affectedByMiners.sol,565,contractAffectedByMiners
0x075f0fa71550ddb9d10bedd55e717f80176b0481_affectedByMiners.sol,571,contractAffectedByMiners
0x075f0fa71550ddb9d10bedd55e717f80176b0481_affectedByMiners.sol,578,contractAffectedByMiners
0x07610200840468ed6cf614a15c702d99ca937b86_affectedByMiners.sol,110,contractAffectedByMiners
0x07610200840468ed6cf614a15c702d99ca937b86_affectedByMiners.sol,407,contractAffectedByMiners
0x07610200840468ed6cf614a15c702d99ca937b86_affectedByMiners.sol,408,contractAffectedByMiners
0x07610200840468ed6cf614a15c702d99ca937b86_affectedByMiners.sol,419,contractAffectedByMiners
0x07610200840468ed6cf614a15c702d99ca937b86_affectedByMiners.sol,431,contractAffectedByMiners
0x07610200840468ed6cf614a15c702d99ca937b86_affectedByMiners.sol,495,contractAffectedByMiners
0x07afd974e8f5812c8c366318d379215475f42386_affectedByMiners.sol,484,contractAffectedByMiners
0x07afd974e8f5812c8c366318d379215475f42386_affectedByMiners.sol,1766,contractAffectedByMiners
0x07afd974e8f5812c8c366318d379215475f42386_affectedByMiners.sol,2021,contractAffectedByMiners
0x07afd974e8f5812c8c366318d379215475f42386_affectedByMiners.sol,2062,contractAffectedByMiners
0x07afd974e8f5812c8c366318d379215475f42386_affectedByMiners.sol,2087,contractAffectedByMiners
0x07afd974e8f5812c8c366318d379215475f42386_affectedByMiners.sol,2090,contractAffectedByMiners
0x07afd974e8f5812c8c366318d379215475f42386_affectedByMiners.sol,2112,contractAffectedByMiners
0x07afd974e8f5812c8c366318d379215475f42386_affectedByMiners.sol,2146,contractAffectedByMiners
0x07afd974e8f5812c8c366318d379215475f42386_affectedByMiners.sol,2441,contractAffectedByMiners
0x07afd974e8f5812c8c366318d379215475f42386_affectedByMiners.sol,2550,contractAffectedByMiners
0x07afd974e8f5812c8c366318d379215475f42386_affectedByMiners.sol,2576,contractAffectedByMiners
0x07afd974e8f5812c8c366318d379215475f42386_affectedByMiners.sol,2581,contractAffectedByMiners
0x07afd974e8f5812c8c366318d379215475f42386_affectedByMiners.sol,2633,contractAffectedByMiners
0x07c484abd8f885252C80510aAa1d4807733CFD17_affectedByMiners.sol,369,contractAffectedByMiners
0x07c484abd8f885252C80510aAa1d4807733CFD17_affectedByMiners.sol,381,contractAffectedByMiners
0x07c484abd8f885252C80510aAa1d4807733CFD17_affectedByMiners.sol,470,contractAffectedByMiners
0x07c484abd8f885252C80510aAa1d4807733CFD17_affectedByMiners.sol,564,contractAffectedByMiners
0x07c484abd8f885252C80510aAa1d4807733CFD17_affectedByMiners.sol,590,contractAffectedByMiners
0x07c484abd8f885252C80510aAa1d4807733CFD17_affectedByMiners.sol,592,contractAffectedByMiners
0x07c484abd8f885252C80510aAa1d4807733CFD17_affectedByMiners.sol,610,contractAffectedByMiners
0x07c484abd8f885252C80510aAa1d4807733CFD17_affectedByMiners.sol,622,contractAffectedByMiners
0x07c484abd8f885252C80510aAa1d4807733CFD17_affectedByMiners.sol,791,contractAffectedByMiners
0x07cf8f81852a58dd26fa19e69545f72e263347e5_affectedByMiners.sol,1323,contractAffectedByMiners
0x07cf8f81852a58dd26fa19e69545f72e263347e5_affectedByMiners.sol,1475,contractAffectedByMiners
0x07cf8f81852a58dd26fa19e69545f72e263347e5_affectedByMiners.sol,2422,contractAffectedByMiners
0x07cf8f81852a58dd26fa19e69545f72e263347e5_affectedByMiners.sol,2436,contractAffectedByMiners
0x07cf8f81852a58dd26fa19e69545f72e263347e5_affectedByMiners.sol,2472,contractAffectedByMiners
0x07cf8f81852a58dd26fa19e69545f72e263347e5_affectedByMiners.sol,2719,contractAffectedByMiners
0x07cf8f81852a58dd26fa19e69545f72e263347e5_affectedByMiners.sol,3206,contractAffectedByMiners
0x07cf8f81852a58dd26fa19e69545f72e263347e5_affectedByMiners.sol,3213,contractAffectedByMiners
0x07cf8f81852a58dd26fa19e69545f72e263347e5_affectedByMiners.sol,3221,contractAffectedByMiners
0x07cf8f81852a58dd26fa19e69545f72e263347e5_affectedByMiners.sol,3238,contractAffectedByMiners
0x0844062cc26b3e71711500ee2b472ece36669397_affectedByMiners.sol,157,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,325,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,343,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,348,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,351,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,360,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,711,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1600,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1601,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1725,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1730,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1731,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1732,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1760,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1762,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1778,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1783,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1866,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1924,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1937,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1943,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1956,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1957,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1958,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1977,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1979,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,1990,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,2003,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,2066,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,2102,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,2106,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,2246,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,2293,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,2712,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,2797,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,2823,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,2850,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,2911,contractAffectedByMiners
0x08cc7bba91b849156e9c44ded51896b38400f55b_affectedByMiners.sol,2914,contractAffectedByMiners
0x096839afb376a09f16966acf4ed133a44e100ed5_affectedByMiners.sol,74,contractAffectedByMiners
0x096839afb376a09f16966acf4ed133a44e100ed5_affectedByMiners.sol,116,contractAffectedByMiners
0x099bcccd2e2ef8c638140f0655e76471acfed045_affectedByMiners.sol,153,contractAffectedByMiners
0x0a1386b0c52c5f230083071b22e2864efaefbc9b_affectedByMiners.sol,396,contractAffectedByMiners
0x0a1386b0c52c5f230083071b22e2864efaefbc9b_affectedByMiners.sol,472,contractAffectedByMiners
0x0a1386b0c52c5f230083071b22e2864efaefbc9b_affectedByMiners.sol,952,contractAffectedByMiners
0x0a1386b0c52c5f230083071b22e2864efaefbc9b_affectedByMiners.sol,954,contractAffectedByMiners
0x0a1386b0c52c5f230083071b22e2864efaefbc9b_affectedByMiners.sol,991,contractAffectedByMiners
0x0a1386b0c52c5f230083071b22e2864efaefbc9b_affectedByMiners.sol,995,contractAffectedByMiners
0x0a1386b0c52c5f230083071b22e2864efaefbc9b_affectedByMiners.sol,1011,contractAffectedByMiners
0x0a1386b0c52c5f230083071b22e2864efaefbc9b_affectedByMiners.sol,1048,contractAffectedByMiners
0x0a4e9f69f5b2e1e661da9ed98956f928200ea4ba_affectedByMiners.sol,442,contractAffectedByMiners
0x0a4e9f69f5b2e1e661da9ed98956f928200ea4ba_affectedByMiners.sol,518,contractAffectedByMiners
0x0a4e9f69f5b2e1e661da9ed98956f928200ea4ba_affectedByMiners.sol,596,contractAffectedByMiners
0x0a4e9f69f5b2e1e661da9ed98956f928200ea4ba_affectedByMiners.sol,598,contractAffectedByMiners
0x0a4e9f69f5b2e1e661da9ed98956f928200ea4ba_affectedByMiners.sol,600,contractAffectedByMiners
0x0a5f3b7a25fe312dfb6b41fdb2a73108de13e337_affectedByMiners.sol,152,contractAffectedByMiners
0x0a5f3b7a25fe312dfb6b41fdb2a73108de13e337_affectedByMiners.sol,154,contractAffectedByMiners
0x0a5f3b7a25fe312dfb6b41fdb2a73108de13e337_affectedByMiners.sol,156,contractAffectedByMiners
0x0a5f3b7a25fe312dfb6b41fdb2a73108de13e337_affectedByMiners.sol,158,contractAffectedByMiners
0x0a5f3b7a25fe312dfb6b41fdb2a73108de13e337_affectedByMiners.sol,250,contractAffectedByMiners
0x0Ae055097C6d159879521C384F1D2123D1f195e6_affectedByMiners.sol,387,contractAffectedByMiners
0x0Ae055097C6d159879521C384F1D2123D1f195e6_affectedByMiners.sol,731,contractAffectedByMiners
0x0Ae055097C6d159879521C384F1D2123D1f195e6_affectedByMiners.sol,734,contractAffectedByMiners
0x0Ae055097C6d159879521C384F1D2123D1f195e6_affectedByMiners.sol,971,contractAffectedByMiners
0x0B1A6f9433Ee80B29BF92afdE3CF1a8fCa2b9F06_affectedByMiners.sol,887,contractAffectedByMiners
0x0B1A6f9433Ee80B29BF92afdE3CF1a8fCa2b9F06_affectedByMiners.sol,967,contractAffectedByMiners
0x0B1A6f9433Ee80B29BF92afdE3CF1a8fCa2b9F06_affectedByMiners.sol,1016,contractAffectedByMiners
0x0B1A6f9433Ee80B29BF92afdE3CF1a8fCa2b9F06_affectedByMiners.sol,1025,contractAffectedByMiners
0x0B1A6f9433Ee80B29BF92afdE3CF1a8fCa2b9F06_affectedByMiners.sol,1026,contractAffectedByMiners
0x0B1A6f9433Ee80B29BF92afdE3CF1a8fCa2b9F06_affectedByMiners.sol,1041,contractAffectedByMiners
0x0B1A6f9433Ee80B29BF92afdE3CF1a8fCa2b9F06_affectedByMiners.sol,1047,contractAffectedByMiners
0x0B1A6f9433Ee80B29BF92afdE3CF1a8fCa2b9F06_affectedByMiners.sol,1048,contractAffectedByMiners
0x0B1A6f9433Ee80B29BF92afdE3CF1a8fCa2b9F06_affectedByMiners.sol,1062,contractAffectedByMiners
0x0B1A6f9433Ee80B29BF92afdE3CF1a8fCa2b9F06_affectedByMiners.sol,1076,contractAffectedByMiners
0x0B1A6f9433Ee80B29BF92afdE3CF1a8fCa2b9F06_affectedByMiners.sol,1098,contractAffectedByMiners
0x0B1A6f9433Ee80B29BF92afdE3CF1a8fCa2b9F06_affectedByMiners.sol,1102,contractAffectedByMiners
0x0B1A6f9433Ee80B29BF92afdE3CF1a8fCa2b9F06_affectedByMiners.sol,1106,contractAffectedByMiners
0x0B1A6f9433Ee80B29BF92afdE3CF1a8fCa2b9F06_affectedByMiners.sol,1119,contractAffectedByMiners
0x0B1A6f9433Ee80B29BF92afdE3CF1a8fCa2b9F06_affectedByMiners.sol,1127,contractAffectedByMiners
0x0B1A6f9433Ee80B29BF92afdE3CF1a8fCa2b9F06_affectedByMiners.sol,1136,contractAffectedByMiners
0x0B1A6f9433Ee80B29BF92afdE3CF1a8fCa2b9F06_affectedByMiners.sol,1144,contractAffectedByMiners
0x0b8e1fadfaba9651a856460e984c82f92eb5435a_affectedByMiners.sol,176,contractAffectedByMiners
